file,alignment,dice,iou
numpy-signal-Vx-train_damage_ellipse_xy_110_285_ab_58_12_th_180,0.06372406530606445,0.33234567901152506,0.19928931003790556
numpy-signal-Vx-train_damage_ellipse_xy_175_320_ab_60_9_th_136,0.039230336525521915,0.18507157464165372,0.10197183098562825
numpy-signal-Vx-train_damage_ellipse_xy_178_404_ab_84_13_th_83,0.07732847823039009,0.34713375796099377,0.21001926782215796
numpy-signal-Vx-train_damage_ellipse_xy_255_418_ab_50_13_th_178,0.06079245825376239,0.2872845365968342,0.1677362893810743
numpy-signal-Vx-train_damage_ellipse_xy_266_309_ab_84_10_th_175,0.04990367136996734,0.10705022400352028,0.05655206776268921
numpy-signal-Vx-train_damage_ellipse_xy_275_181_ab_75_14_th_46,0.07209951780032439,0.2788179562366821,0.1619921363036383
